"id";"appId";"criteriaId";"description";"comments"
284;9;29;"Dart, Groovy, JSON, HTML, Java, Kotlin, Scala, Python, Rust, XML, XPath, XSL, and YAML in Community Edition and these plus ActionScript, CoffeeScript, CSS, Go, JRuby, JS, PHP, Ruby, SQL, and TypeScript in Ultimate";""
285;9;30;"si, con soporte de inteligencia y refactorización desde el código a los documentos jspx.";""
286;9;31;"si";""
287;9;32;"si";""
288;9;33;"si";""
289;9;34;"si";""
290;9;35;"Javascript";""
291;9;37;"si en Ultimate version";""
292;9;38;"si en Ultimate version (BETA)";""
293;9;39;"no";""
294;9;40;"Desde principantes a avanzado";""
295;9;41;"no";""
296;9;42;"no";""
297;9;43;"si, en la version ultimate el control de versiones ya está incorporado y tiene varias características con una GUI fácil de entender.";""
298;9;44;"si, es mucho más fácil porque es personalizable. Mejora el código según el compilador de Java que haya seleccionado en la estructura del proyecto.";""
299;9;45;"Maneja la implementación y se utiliza para proyectos más grandes.";""
356;10;1;"marzo 2002";""
357;10;2;"3.8.1 ( 04 de abril de 2021 (8 meses y 23 días) )";""
358;10;3;"Gratis";""
359;10;4;"1 (Inglés)";""
360;10;5;"";""
361;10;6;"Licencia Apache 2.0";""
362;10;7;"Apache Software Foundation";""
363;10;8;"Basado en XML";""
364;10;9;"Si, disponible en inglés y descargable. https://maven.apache.org/guides/";""
365;10;11;"No tiene requerimientos con el SO";""
366;10;13;"Aproximadamente 10MB";""
367;10;14;"Maven 3.3+ require JDK 1.7 ";""
368;10;17;"";""
369;10;18;"No depende del sistema operativo";""
370;10;19;"";""
371;10;20;"";""
372;10;29;"Java and Beanshell";""
373;10;42;"Si";""
374;10;48;"Si, en función de un archivo descriptor pom.xml";""
375;10;49;"Sí, http://repo.maven.apache.org/maven2/";""
376;10;50;"Si, a través de un settings.xml";""
377;10;51;"Si, Maven provided admite dependencias";""
378;10;52;"Si mediante GroupId";""
379;10;53;"Si, consta de un repositorio adicional para no recuperar la misma dependencia en diferentes proyectos. Se descargan <homedir>/.m2";""
380;10;54;"El proceso consta de 1 solo paso : mvn package";""
381;10;55;"Constan de fases (compilación , prueba, implementación), a las que se adjuntan las operaciones predeterminadas (objetivos del complemento) a partir de opciones de embalaje (differrent .jar, .war, .earetc)";""
382;10;56;"Suele implicar editar el archivo pom.xml";""
383;10;57;"Es más estático y depende del desarrollador";""
384;11;1;"enero 2014";""
385;11;2;"8.3.2000 ( 9 de diciembre de 2021 )";""
386;11;3;"Gratis";""
387;11;4;"";""
388;11;5;"";""
389;11;6;"Artistic License 2.0 (The Perl Foundation)";""
390;11;7;"Isaac Schlueter
";""
391;11;8;"Javascript, basado en JSON";""
392;11;9;"Sí, disponible en inglés https://docs.npmjs.com/";""
393;11;11;"No tiene requerimientos con el SO";""
394;11;13;"-";""
395;11;14;"Instalar Nodejs primero ";""
396;11;17;"";""
397;11;18;"No depende del sistema operativo";""
398;11;19;"";""
399;11;20;"";""
400;11;29;"Javascript";""
401;11;42;"Si";""
402;11;48;"Si, mediante un ""package.json"""" permite implementar y publicar tus propios paquetes""";""
403;11;49;"Sí, https://registry.npmjs.org/";""
404;11;50;"Si, a través de un fichero .npmrc";""
405;11;51;"No parece aplicarse a npm, ya que javascript rara vez se implementa en contenedores.";""
406;11;52;"Si mediante scope";""
407;11;53;"Si, se descargan en formato <projectdir>/node_modules";""
408;11;54;"Consta de 2 pasos : npm install && npm build";""
409;11;55;"El enfoque npm es más simplista mediante scripts";""
410;11;56;"Es mucho más sencillo para iniciar un nuevo proyecto, usar línea de comandos o configurar herramientas complementarias: gulp, webpack, etc.";""
411;11;57;"Son mucho más flexibles. Esto puede causar problemas con las dependencias transitivas, es por eso que recientemente se agregó un archivo adicional:package-lock.json";""
469;14;1;"19 de octubre de 2007";""
470;14;2;"2.32.0 ( 06 de junio de 2021 (6 meses y 21 días))";""
471;14;3;"Gratis";""
472;14;4;"1 (Inglés)";""
473;14;5;"9";""
474;14;6;"GNU GPL v2";""
475;14;7;"Linus Torvalds, Junio Hamano,";""
476;14;8;"C, Bourne Shell, Perl";""
477;14;9;"Si, disponible en http://git-scm.com/doc";""
478;14;10;"Github, Github desktop, Gitlab, Gerrit, SparkleShare, Bitbucket, Gogs, Gitea";""
479;14;11;"Windows (no de forma nativa), Linux/Unix y MacOS";""
480;14;15;"Línea de comandos";""
481;14;16;"10";""
482;14;17;"8.5";""
483;14;19;"No existe un foro como tal de ayuda directa. https://git-scm.com/community";""
484;14;21;"Si";""
485;14;59;"Github Desktop, SourceTree, TortoiseGit, GitKraken, Magit, SmartGkit, Sublime Merge";""
486;14;60;"Visual Studio Code";""
487;14;61;"Es un gráfico acíclico dirigido cada conjunto de cambio será representado en la línea temporal, con distintas cabezas que pueden seguir el historial hacia atrás. Todas las cabezas son explícitas.";""
488;14;62;"Se basa en diversos comandos (rebase, commit, reset, filter-branch) que incorporados al flujo de trabajo ofrece mayor mutabilidad del histórico generado. Para aseguridad esta mutabilidad es agregada una red de seguridad (reflog)";""
489;14;63;"Trabaja con estructuras de ficheros con modelos de rama, siendo más eficiente debido a su ligereza y velocidad operacional.";""
490;14;64;"Git necesita mantener los repositorios";""
491;14;65;"Git es el estandar usado por muchas compañias, es más familiar entre lo desarrolladores.";""
492;14;66;"Consta de varias etapas, con una área de preparación y un fichero índice";""
493;14;67;"Primero generar una nueva rama con un nombre explicito, clonar o moverse, codificar usando el mismo directorio. Preparar cambios, commit y subir.";""
494;14;68;"Git es mas complejo, requiere saber los conceptos basicos. Los comandos de git pueden ser largos y complejos, con muchas opciones. Es posible solventarlo parcialmente con una GUI";""
495;14;69;"Git ofrece distintas alternativas de seguridad a nivel de red (con opciones complejas). A nivel de estructura de datos consta de un change log por defecto de 30 días.";""
496;15;1;"19 de abril de 2005";""
497;15;2;"5.4 ( 1 de mayo de 2020 )";""
498;15;3;"Gratis";""
499;15;4;"1 (Inglés)";""
500;15;5;"7";""
501;15;6;"GPLv2";""
502;15;7;"Matt Mackall";""
503;15;8;"Python, C, Rust";""
504;15;9;"Si, disponible en https://www.mercurial-scm.org/guide";""
505;15;10;"(h)gct (Qt) y Meld";""
506;15;11;"Originalmente escrito para funcionar en GNU/Linux. Adaptado Windows y Mac OS X";""
507;15;15;"Línea de comandos";""
508;15;16;"10";""
509;15;17;"9";""
510;15;19;"No existe un foro de comunidad";""
511;15;20;"Consta de un portal de gestión de bugs : https://bz.mercurial-scm.org/";""
512;15;21;"Si";""
513;15;59;"Hgk (Tcl/Tk), HgView (GTK), Tortoise Hg (Windows)";""
514;15;60;"Netbeans, Eclipse (MercurialEclipse), Visual Studio (VisualHG)";""
515;15;61;"Es un gráfico acíclico dirigido representado de forma lineal, la cabeza siempre estará en el punto más actual. Y una rama sin cabeza será inactiva.";""
516;15;62;"El historial y cambios son inmutables, esto significa que no hay una herramienta predeteminada para manipular el historial. De manera manual es posible realizar cambios mediante scripts.";""
517;15;63;"Más ineficiente que git en este aspecto, Mercurial incrusta las ramas en los commits donde se almacenan para siempre. Son inmutables, requiere más cuidado de no enviar código a la rama incorrecta. No existe indice o area de preparación como en git. ";""
518;15;64;"No es necesario";""
519;15;65;"Es relativamente más fácil de usar con menos conocimientos técnicos.";""
520;15;66;"No consta de área de preparación (stagging) ni de fichero índice.";""
521;15;67;"Primero clonar el repositorio en otro directorio y comenzar a desarrollar. Cada rama de Mercurial necesita su propio directorio. Existen maneras de añadir ramas en Hg a través de ramas clónicas y metadatos de confirmación.";""
522;15;68;"Consta de una sintaxis más simple, documentación facil y sencilla. La curva de aprendizaje es suave y ofrece mayor flexibilidad que git.";""
523;15;69;"Mercurial no tiene por defecto un historico de cambios. Sólo se puede retroceder el último commit ""hg commit -amend"""" """;""
524;16;1;"13 de octubre de 2011";""
525;16;2;"GitLab se lanza el día 22 de cada mes durante los últimos 123 meses seguidos";""
526;16;3;"Gratis, con suscripción desde 3$";""
527;16;4;"(1) Inglés";""
528;16;5;"";""
529;16;6;"Licencia MIT";""
530;16;7;"Atlassian; Dmitriy Zaporozhets y Valery Sizov";""
531;16;8;"Ruby, Go";""
532;16;9;"Sí, toda la documentación está disponible https://docs.gitlab.com/";""
533;16;10;"Github";""
534;16;11;"Web multiplataforma";""
535;16;17;"Interface relativamente lenta
";""
536;16;18;"Web y Windows";""
537;16;19;"GitLab tiene una comunidad formidable, una que yo diría que es más universal y vibrante que la de Bitbucket. https://community.atlassian.com/t5/Bitbucket/ct-p/bitbucket";""
538;16;20;"Si asistencia 24/7 con chat";""
539;16;22;"TRUE";""
540;16;42;"GitLab opera bajo una licencia de código abierto.";""
541;16;71;"FALSO";""
542;16;72;"FALSO";""
543;16;73;"TRUE";""
544;16;74;"FALSO";""
545;16;75;"FALSO";""
546;16;76;"VERDADERO";""
547;16;77;"VERDADERO";""
548;16;78;"FALSO";""
549;16;79;"FALSO";""
550;16;80;"FALSO";""
551;16;81;"FALSO";""
552;16;82;"FALSO";""
553;16;83;"FALSO";""
554;16;84;"FALSO";""
555;16;85;"FALSO";""
556;16;86;"VERDADERO";""
557;16;87;"VERDADERO";""
558;16;88;"FALSO";""
559;16;89;"VERDADERO";""
560;16;90;"VERDADERO";""
561;16;91;"FALSO";""
562;16;92;"VERDADERO";""
563;16;93;"VERDADERO";""
564;16;94;"VERDADERO";""
565;16;95;"VERDADERO";""
566;16;96;"VERDADERO";""
567;16;97;"VERDADERO";""
568;16;98;"FALSO";""
569;16;99;"FALSO";""
570;16;100;"FALSO";""
571;16;101;"VERDADERO";""
572;16;102;"VERDADERO";""
573;16;103;"FALSO";""
574;16;104;"FALSO";""
575;16;105;"VERDADERO";""
576;16;106;"FALSO";""
577;16;107;"VERDADERO";""
578;16;108;"VERDADERO";""
579;16;109;"FALSO";""
580;16;110;"FALSO";""
581;16;111;"FALSO";""
582;16;112;"FALSO";""
583;16;113;"VERDADERO";""
584;16;114;"VERDADERO";""
585;16;115;"VERDADERO";""
586;16;116;"VERDADERO";""
587;16;117;"VERDADERO";""
588;16;118;"VERDADERO";""
589;16;119;"FALSO";""
590;16;120;"VERDADERO";""
591;16;121;"VERDADERO";""
592;16;122;"VERDADERO";""
593;16;123;"FALSO";""
594;16;124;"FALSO";""
595;16;125;"FALSO";""
596;16;126;"FALSO";""
597;16;127;"VERDADERO";""
598;16;128;"FALSO";""
599;16;129;"FALSO";""
600;16;130;"VERDADERO";""
601;16;131;"FALSO";""
602;16;132;"VERDADERO";""
603;16;133;"VERDADERO";""
604;16;134;"FALSO";""
605;16;135;"VERDADERO";""
606;16;136;"FALSO";""
607;16;137;"FALSO";""
608;16;138;"VERDADERO";""
609;16;139;"FALSO";""
610;16;140;"FALSO";""
611;16;141;"VERDADERO";""
612;16;142;"FALSO";""
613;16;143;"VERDADERO";""
614;16;145;"Incluye un conjunto de características muy amplias en CI/CD, además de en otros ámbitos, organizativo. Proporciona runners en nube y locales.";""
615;16;146;"Gitlab supera a Bitbucket en la implementación de nuevas funciones, lanzando nuevas funciones cada mes. La compañía, GitLab Inc. cuenta con un equipo de 1309 miembros.";""
616;16;147;"GitLab no ofrece a los desarrolladores una función de búsqueda semántica.";""
617;16;148;"VERDADERO";""
618;16;149;"VERDADERO";""
619;16;150;"VERDADERO";""
620;16;151;"VERDADERO";""
621;16;152;"FALSO";""
622;16;153;"Consta de varios plugins pero no tiene un catalogo tan amplio como Bitbucket";""
623;16;154;"Un solo servidor de GitLab puede manejar hasta 25,000 usuarios, y eso es bastante impresionante.";""
624;17;1;"2008";""
625;17;2;"Bitbucket Data Center and Server 7.19 (21 diciembre 2021)";""
626;17;3;"Gratis, con suscripción desde 19$";""
627;17;4;"";""
628;17;5;"";""
629;17;6;"";""
630;17;7;"";""
631;17;8;"Python";""
632;17;9;"Está disponible una guía básica: https://bitbucket.org/product/guides Al ser un producto comercial obtienes más documentación al obtener el producto.";""
633;17;10;"";""
634;17;11;"Web multiplataforma";""
635;17;17;"";""
636;17;18;"Web y iPhone";""
637;17;19;"https://forum.gitlab.com/";""
638;17;20;"No, está disponible unicamente chat o vía email";""
639;17;22;"TRUE";""
640;17;42;"No es de código abierto, pero admite proyectos de código abierto.";""
641;17;71;"VERDADERO";""
642;17;72;"VERDADERO";""
643;17;73;"TRUE";""
644;17;74;"VERDADERO";""
645;17;75;"VERDADERO";""
646;17;76;"VERDADERO";""
647;17;77;"VERDADERO";""
648;17;78;"VERDADERO";""
649;17;79;"VERDADERO";""
650;17;80;"VERDADERO";""
651;17;81;"VERDADERO";""
652;17;82;"VERDADERO";""
653;17;83;"VERDADERO";""
654;17;84;"VERDADERO";""
655;17;85;"VERDADERO";""
656;17;86;"FALSO";""
657;17;87;"VERDADERO";""
658;17;88;"VERDADERO";""
659;17;89;"FALSO";""
660;17;90;"VERDADERO";""
661;17;91;"VERDADERO";""
662;17;92;"VERDADERO";""
663;17;93;"VERDADERO";""
664;17;94;"VERDADERO";""
665;17;95;"VERDADERO";""
666;17;96;"VERDADERO";""
667;17;97;"VERDADERO";""
668;17;98;"VERDADERO";""
669;17;99;"VERDADERO";""
670;17;100;"VERDADERO";""
671;17;101;"VERDADERO";""
672;17;102;"VERDADERO";""
673;17;103;"VERDADERO";""
674;17;104;"VERDADERO";""
675;17;105;"VERDADERO";""
676;17;106;"VERDADERO";""
677;17;107;"VERDADERO";""
678;17;108;"VERDADERO";""
679;17;109;"VERDADERO";""
680;17;110;"VERDADERO";""
681;17;111;"VERDADERO";""
682;17;112;"VERDADERO";""
683;17;113;"VERDADERO";""
684;17;114;"FALSO";""
685;17;115;"VERDADERO";""
686;17;116;"VERDADERO";""
687;17;117;"FALSO";""
688;17;118;"VERDADERO";""
689;17;119;"VERDADERO";""
690;17;120;"VERDADERO";""
691;17;121;"VERDADERO";""
692;17;122;"FALSO";""
693;17;123;"VERDADERO";""
694;17;124;"VERDADERO";""
695;17;125;"VERDADERO";""
696;17;126;"VERDADERO";""
697;17;127;"VERDADERO";""
698;17;128;"VERDADERO";""
699;17;129;"VERDADERO";""
700;17;130;"FALSO";""
701;17;131;"VERDADERO";""
702;17;132;"VERDADERO";""
703;17;133;"FALSO";""
704;17;134;"VERDADERO";""
705;17;135;"VERDADERO";""
706;17;136;"VERDADERO";""
707;17;137;"VERDADERO";""
708;17;138;"FALSO";""
709;17;139;"VERDADERO";""
710;17;140;"VERDADERO";""
711;17;141;"VERDADERO";""
712;17;142;"VERDADERO";""
713;17;143;"FALSO";""
714;17;144;"El enfoque empresarial de Bitbucket significa que encontrará funciones como la lista blanca de IPs y verificación en dos pasos para dar a los administradores mayor control sobre quién puede ver, enviar o clonar un repositorio de código privado";""
715;17;145;"Bitbucket proporciona repositorios de código y CI / CD de forma nativa; sin embargo, todas las demás características y funciones requieren integraciones";""
716;17;146;"";""
717;17;147;"Usa búsqueda consciente y búsqueda semántica de código. La primera analiza la sintaxis del código, y la segunda coloca la definición en primer lugar, seguida de ejemplos de uso y varios nombres.";""
718;17;148;"VERDADERO";""
719;17;149;"VERDADERO";""
720;17;150;"VERDADERO";""
721;17;151;"VERDADERO";""
722;17;152;"VERDADERO";""
723;17;153;"Bitbucket tiene muchos complementos útiles con los que los desarrolladores pueden trabajar, así como otros complementos nativos extendidos.";""
724;17;154;"";""
725;18;1;"14 de diciembre de 2018";""
726;18;2;"7.11.1 ( 25 de julio de 2018)";""
727;18;3;"";""
728;18;5;"";""
729;18;6;"La plataforma Jira tiene una licencia de propiedad y es absolutamente gratuita para entidades sin fines de lucro.";""
730;18;7;"Atlassian";""
731;18;8;"Java";""
732;18;9;"https://www.atlassian.com/software/jira/guides";""
733;18;10;"Jira Core Cloud, Jira Service Management Cloud, Jira Software Cloud, Confluence Cloud, Team Calendars";""
734;18;11;"Web multiplataforma";""
735;18;12;"";""
736;18;13;"Web";""
737;18;14;"https://community.atlassian.com/";""
738;18;15;"https://www.atlassian.com/es/company/contact";""
739;18;16;"TRUE";""
740;18;157;"Puede ser utilizada por GUI (interfaz gráfica de usuario) y CLI (interfaz de línea de comandos). El usuario puede utilizar estas dos plataformas para utilizar las funciones de la plataforma GitLab.        ";""
741;18;158;"Se puede utilizar para cualquier tipo de proyecto y admite varios tipos de proyectos. La plataforma es de código abierto para cualquier tipo de proyecto.        ";""
742;18;159;"Solo admite los códigos más recientes y es lo suficientemente flexible como para integrar el servidor integrado de la plataforma.        ";""
743;18;161;"Todo tipo de equipos e individual";""
744;18;71;"FALSO";""
745;18;162;"VERDADERO";""
746;18;163;"VERDADERO";""
747;18;164;"VERDADERO";""
748;18;165;"VERDADERO";""
749;18;166;"VERDADERO";""
750;18;167;"VERDADERO";""
751;18;168;"VERDADERO";""
752;18;169;"VERDADERO";""
753;18;170;"VERDADERO";""
754;18;171;"VERDADERO";""
755;18;172;"VERDADERO";""
756;18;173;"VERDADERO";""
757;18;174;"VERDADERO";""
758;18;79;"VERDADERO";""
759;18;80;"FALSO";""
760;18;81;"FALSO";""
761;18;82;"VERDADERO";""
762;18;83;"FALSO";""
763;18;84;"VERDADERO";""
764;18;85;"FALSO";""
765;18;86;"VERDADERO";""
766;18;87;"VERDADERO";""
767;18;88;"VERDADERO";""
768;18;89;"FALSO";""
769;18;90;"VERDADERO";""
770;18;91;"FALSO";""
771;18;92;"VERDADERO";""
772;18;93;"VERDADERO";""
773;18;94;"VERDADERO";""
774;18;95;"VERDADERO";""
775;18;96;"VERDADERO";""
776;18;97;"VERDADERO";""
777;18;98;"FALSO";""
778;18;99;"FALSO";""
779;18;100;"FALSO";""
780;18;101;"FALSO";""
781;18;102;"VERDADERO";""
782;18;103;"VERDADERO";""
783;18;104;"VERDADERO";""
784;18;105;"VERDADERO";""
785;18;106;"FALSO";""
786;18;107;"VERDADERO";""
787;18;108;"VERDADERO";""
788;18;109;"VERDADERO";""
789;18;110;"FALSO";""
790;18;111;"FALSO";""
791;18;112;"VERDADERO";""
792;18;113;"VERDADERO";""
793;18;114;"VERDADERO";""
794;18;115;"VERDADERO";""
795;18;116;"VERDADERO";""
796;18;117;"VERDADERO";""
797;18;118;"VERDADERO";""
798;18;119;"FALSO";""
799;18;120;"VERDADERO";""
800;18;121;"VERDADERO";""
801;18;122;"";""
802;18;123;"VERDADERO";""
803;18;124;"VERDADERO";""
804;18;125;"FALSO";""
805;18;126;"FALSO";""
806;18;127;"VERDADERO";""
807;18;128;"FALSO";""
808;18;129;"FALSO";""
809;18;130;"VERDADERO";""
810;18;131;"VERDADERO";""
811;18;132;"VERDADERO";""
812;18;133;"VERDADERO";""
813;18;134;"VERDADERO";""
814;18;135;"VERDADERO";""
815;18;136;"VERDADERO";""
816;18;137;"VERDADERO";""
817;18;138;"FALSO";""
818;18;139;"VERDADERO";""
819;18;140;"VERDADERO";""
820;18;141;"VERDADERO";""
821;18;142;"VERDADERO";""
822;18;143;"VERDADERO";""
823;19;1;"13 de octubre de 2011";""
824;19;2;"GitLab se lanza el día 22 de cada mes durante los últimos 123 meses seguidos";""
825;19;3;"Gratis, con suscripción desde 3$";""
826;19;4;"1 Inglés";""
827;19;5;"";""
828;19;6;"Licencia MIT. La plataforma GitLab obtiene la licencia de GitHub que controla Microsoft.        ";""
829;19;7;"Atlassian; Dmitriy Zaporozhets y Valery Sizov";""
830;19;8;"Ruby, Go";""
831;19;9;"Sí, toda la documentación está disponible https://docs.gitlab.com/";""
832;19;10;"Github";""
833;19;11;"Web multiplataforma";""
834;19;12;"Interface relativamente lenta
";""
835;19;13;"Web y Windows";""
836;19;14;"GitLab tiene una comunidad formidable, una que yo diría que es más universal y vibrante que la de Bitbucket. https://community.atlassian.com/t5/Bitbucket/ct-p/bitbucket";""
837;19;15;"Si asistencia 24/7 con chat";""
838;19;16;"TRUE";""
839;19;157;"Se utilizan numerosos tipos de paneles para usar la plataforma. Los paneles incluyen Scrum y Kanban.";""
840;19;158;"Se utiliza básicamente para la plataforma que utiliza las metodologías ágiles en ella. La plataforma ayuda a encontrar los errores y amenazas presentes en el proyecto.";""
841;19;159;"Admite múltiples categorías de un proyecto y ayuda a migrar un proyecto de una plataforma a otra.";""
842;19;161;"Plataforma DevOps basada en la nube que ayuda a las pequeñas y grandes empresas a mejorar las operaciones comerciales mediante el seguimiento del tiempo, la gestión de incidentes, la revisión de códigos, el cumplimiento normativo y más.
";""
843;19;71;"VERDADERO";""
844;19;162;"FALSO";""
845;19;163;"FALSO";""
846;19;164;"FALSO";""
847;19;165;"FALSO";""
848;19;166;"FALSO";""
849;19;167;"FALSO";""
850;19;168;"FALSO";""
851;19;169;"FALSO";""
852;19;170;"FALSO";""
853;19;171;"FALSO";""
854;19;172;"FALSO";""
855;19;173;"FALSO";""
856;19;174;"FALSO";""
857;19;79;"VERDADERO";""
858;19;80;"VERDADERO";""
859;19;81;"VERDADERO";""
860;19;82;"VERDADERO";""
861;19;83;"VERDADERO";""
862;19;84;"VERDADERO";""
863;19;85;"VERDADERO";""
864;19;86;"FALSO";""
865;19;87;"VERDADERO";""
866;19;88;"VERDADERO";""
867;19;89;"VERDADERO";""
868;19;90;"VERDADERO";""
869;19;91;"VERDADERO";""
870;19;92;"VERDADERO";""
871;19;93;"VERDADERO";""
872;19;94;"VERDADERO";""
873;19;95;"VERDADERO";""
874;19;96;"FALSO";""
875;19;97;"VERDADERO";""
876;19;98;"VERDADERO";""
877;19;99;"VERDADERO";""
878;19;100;"VERDADERO";""
879;19;101;"VERDADERO";""
880;19;102;"VERDADERO";""
881;19;103;"VERDADERO";""
882;19;104;"VERDADERO";""
883;19;105;"VERDADERO";""
884;19;106;"VERDADERO";""
885;19;107;"VERDADERO";""
886;19;108;"VERDADERO";""
887;19;109;"VERDADERO";""
888;19;110;"VERDADERO";""
889;19;111;"VERDADERO";""
890;19;112;"VERDADERO";""
891;19;113;"VERDADERO";""
892;19;114;"VERDADERO";""
893;19;115;"VERDADERO";""
894;19;116;"VERDADERO";""
895;19;117;"FALSO";""
896;19;118;"VERDADERO";""
897;19;119;"VERDADERO";""
898;19;120;"VERDADERO";""
899;19;121;"VERDADERO";""
900;19;122;"";""
901;19;123;"VERDADERO";""
902;19;124;"VERDADERO";""
903;19;125;"VERDADERO";""
904;19;126;"VERDADERO";""
905;19;127;"VERDADERO";""
906;19;128;"VERDADERO";""
907;19;129;"VERDADERO";""
908;19;130;"FALSO";""
909;19;131;"VERDADERO";""
910;19;132;"VERDADERO";""
911;19;133;"FALSO";""
912;19;134;"VERDADERO";""
913;19;135;"VERDADERO";""
914;19;136;"VERDADERO";""
915;19;137;"VERDADERO";""
916;19;138;"VERDADERO";""
917;19;139;"VERDADERO";""
918;19;140;"VERDADERO";""
919;19;141;"VERDADERO";""
920;19;142;"VERDADERO";""
921;19;143;"FALSO";""
1096;21;1;"2 de febrero de 2011";""
1097;21;2;"2.324 ( 6 de diciembre de 2021 (24 días))";""
1098;21;3;"Es gratis. Pero el equipo de desarrollo necesita ejecutar y mantener su servidor dedicado. Esto podría considerarse un gasto adicional.	";""
1099;21;4;"";""
1100;21;5;"";""
1101;21;6;"MIT license y licencia Creative Commons";""
1102;21;7;"Jenkins CI";""
1103;21;8;"Basados en Apache Ant y Apache Maven";""
1104;21;9;"https://www.jenkins.io/doc/book/";""
1105;21;10;"";""
1106;21;11;"macOS, Red Hat, Ubuntu, Windows. Suelen ser máquinas x86 genéricas";""
1107;21;19;"https://www.jenkins.io/node/";""
1108;21;20;"https://www.jenkins.io/participate/report-issue/";""
1109;21;73;"VERDADERO";""
1110;21;70;"FALSO";""
1111;21;42;"Open Source";""
1112;21;176;"Jenkins necesita una configuración elaborada. Por lo tanto, tendrá un tiempo de espera muy largo para completar la instalación.	";""
1113;21;177;"Si está buscando una herramienta de CI con opciones de personalización ilimitadas, Jenkins es la mejor opción para usted.	";""
1114;21;178;"Fácil de usar. Personalizable a través de los complementos disponibles";""
1115;21;179;"Basado en servidor y en la nube";""
1116;21;180;"Totalmente personalizable varios ficheors";""
